dataset,missing_rate,trial,method,ROC-AUC,F1,Accuracy,Log-loss,MCC,n_nodes,n_edges,n_hyperedges,n_test
Christmas Eve Bombings 2000 (proxy),0.5,1,Resource Allocation,0.65,0.46153846153846156,0.65,7.253143043581241,0.420084025208403,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,1,Preferential Attachment,0.6299999999999999,0.5,0.6,6.3300679065076135,0.2182178902359924,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,1,Katz,0.65,0.46153846153846156,0.65,7.253143043581241,0.420084025208403,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,1,Personalized PageRank,0.625,0.46153846153846156,0.65,5.862887226533019,0.420084025208403,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,1,node2vec,0.6300000000000001,0.5,0.6,3.0467400153079884,0.2182178902359924,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,1,Matrix Completion,0.5,0.0,0.5,10.361632918973203,0.0,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,1,CHESHIRE,0.415,0.0,0.45,0.9762598991260013,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,Common Neighbors,0.45,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,Jaccard,0.45,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,Adamic–Adar,0.45,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,Resource Allocation,0.45,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,Preferential Attachment,0.35,0.0,0.4,11.502799253528748,-0.3333333333333333,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,Katz,0.45,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,Personalized PageRank,0.305,0.0,0.45,10.439622821369056,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,node2vec,0.33,0.0,0.4,3.881146269318903,-0.3333333333333333,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,Matrix Completion,0.46,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,2,CHESHIRE,0.24000000000000002,0.0,0.5,2.482592912381022,0.0,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,Common Neighbors,0.45,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,Jaccard,0.45,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,Adamic–Adar,0.45,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,Resource Allocation,0.45,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,Preferential Attachment,0.35,0.0,0.35,12.509163375184851,-0.420084025208403,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,Katz,0.4,0.0,0.45,11.39855183692284,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,Personalized PageRank,0.47000000000000003,0.0,0.45,9.100119511134988,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,node2vec,0.30000000000000004,0.0,0.35,4.232867212206269,-0.420084025208403,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,Matrix Completion,0.45,0.0,0.45,11.39779621218462,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,3,CHESHIRE,0.645,0.0,0.45,1.250091263364032,-0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,Common Neighbors,0.55,0.18181818181818182,0.55,9.325469627175883,0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,Jaccard,0.55,0.18181818181818182,0.55,9.325469627175883,0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,Adamic–Adar,0.55,0.18181818181818182,0.55,9.325469627175883,0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,Resource Allocation,0.55,0.18181818181818182,0.55,9.325469627175883,0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,Preferential Attachment,0.385,0.0,0.35,10.4858782527267,-0.420084025208403,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,Katz,0.55,0.18181818181818182,0.55,9.325469627175883,0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,Personalized PageRank,0.52,0.18181818181818182,0.55,7.583429304620735,0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,node2vec,0.47000000000000003,0.0,0.35,2.5227548793100825,-0.420084025208403,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,Matrix Completion,0.5,0.18181818181818182,0.55,1.737022460217918,0.22941573387056174,14,16,21,10
Christmas Eve Bombings 2000 (proxy),0.5,4,CHESHIRE,0.49,0.5,0.6,1.0546719020567503,0.2182178902359924,14,16,21,10
Bali Bombing 2002 (proxy),0.1,0,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,0,Common Neighbors,1.0,0.9090909090909091,0.9,0.10986122966681093,0.816496580927726,15,24,46,5
Bali Bombing 2002 (proxy),0.1,0,Jaccard,0.98,0.9090909090909091,0.9,0.22534643006590951,0.816496580927726,15,24,46,5
Bali Bombing 2002 (proxy),0.1,0,Adamic–Adar,1.0,1.0,1.0,0.10463945760270468,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,0,Resource Allocation,1.0,1.0,1.0,0.10116009196784795,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,0,Preferential Attachment,0.8,0.7692307692307693,0.7,0.5489332150260692,0.5,15,24,46,5
Bali Bombing 2002 (proxy),0.1,0,Katz,1.0,1.0,1.0,0.10994553841189396,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,0,Personalized PageRank,1.0,1.0,1.0,0.13912009514742715,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,0,node2vec,1.0,0.8333333333333334,0.8,0.29483372897059407,0.6546536707079772,15,24,46,5
Bali Bombing 2002 (proxy),0.1,0,Matrix Completion,0.72,0.6,0.6,2.4637785502256278,0.2,15,24,46,5
Bali Bombing 2002 (proxy),0.1,0,CHESHIRE,1.0,1.0,1.0,0.09087209785879832,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,Common Neighbors,0.9,0.75,0.8,2.2815129904624802,0.6546536707079772,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,Jaccard,0.9,0.75,0.8,2.312165506487806,0.6546536707079772,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,Adamic–Adar,0.9,0.5714285714285714,0.7,2.350408946648064,0.5,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,Resource Allocation,0.9,0.5714285714285714,0.7,2.3459486921015316,0.5,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,Preferential Attachment,0.8400000000000001,0.8888888888888888,0.9,2.258093651412401,0.816496580927726,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,Katz,0.9,0.75,0.8,2.2795842273286615,0.6546536707079772,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,Personalized PageRank,0.9,0.8888888888888888,0.9,1.2105934974392694,0.816496580927726,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,node2vec,0.8,0.6666666666666666,0.6,2.5713250087670203,0.2182178902359924,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,Matrix Completion,0.7,0.5714285714285714,0.7,2.485919495993637,0.5,15,24,46,5
Bali Bombing 2002 (proxy),0.1,1,CHESHIRE,0.9000000000000001,0.8888888888888888,0.9,0.6036915507993201,0.816496580927726,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,Common Neighbors,0.7600000000000001,0.8,0.8,4.225746192439107,0.6,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,Jaccard,0.7800000000000001,0.3333333333333333,0.6,2.540539706907063,0.3333333333333333,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,Adamic–Adar,0.7800000000000001,0.5,0.6,2.435906866326749,0.2182178902359924,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,Resource Allocation,0.7800000000000001,0.5,0.6,2.436758088468529,0.2182178902359924,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,Preferential Attachment,0.52,0.0,0.4,4.802898040093089,-0.3333333333333333,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,Katz,0.56,0.0,0.4,5.905834299135629,-0.3333333333333333,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,Personalized PageRank,0.6000000000000001,0.2857142857142857,0.5,2.7317837577813835,0.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,node2vec,0.56,0.25,0.4,3.172227303402465,-0.2182178902359924,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,Matrix Completion,0.54,0.0,0.4,7.296954650461188,-0.3333333333333333,15,24,46,5
Bali Bombing 2002 (proxy),0.1,2,CHESHIRE,0.8400000000000001,0.75,0.8,0.6501868582603361,0.6546536707079772,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,Common Neighbors,0.56,0.6666666666666666,0.6,6.4249239113082925,0.2182178902359924,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,Jaccard,0.56,0.4,0.4,2.643834232122137,-0.2,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,Adamic–Adar,0.48000000000000004,0.4,0.4,6.533520215191544,-0.2,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,Resource Allocation,0.48000000000000004,0.4,0.4,6.531171235413517,-0.2,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,Preferential Attachment,0.19999999999999998,0.2,0.2,6.704001062942825,-0.6,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,Katz,0.44000000000000006,0.0,0.4,6.126890996435671,-0.3333333333333333,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,Personalized PageRank,0.6,0.2857142857142857,0.5,3.7579377984729048,0.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,node2vec,0.08000000000000002,0.0,0.2,5.513538258482418,-0.6546536707079772,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,Matrix Completion,0.52,0.0,0.4,5.258828216348919,-0.3333333333333333,15,24,46,5
Bali Bombing 2002 (proxy),0.1,3,CHESHIRE,1.0,1.0,1.0,0.2875941473435441,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,Common Neighbors,1.0,1.0,1.0,0.08630462243553425,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,Jaccard,0.9800000000000001,0.8888888888888888,0.9,0.2071473379030659,0.816496580927726,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,Adamic–Adar,1.0,1.0,1.0,0.08630462243553425,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,Resource Allocation,1.0,1.0,1.0,0.08630462243553425,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,Preferential Attachment,0.5800000000000001,0.25,0.4,3.3707768516102767,-0.2182178902359924,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,Katz,1.0,1.0,1.0,0.08543897076048355,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,Personalized PageRank,1.0,0.3333333333333333,0.6,0.31828225333816945,0.3333333333333333,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,node2vec,1.0,1.0,1.0,0.1647623803722503,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,Matrix Completion,0.0,0.0,0.0,5.053653173783206,-1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.1,4,CHESHIRE,1.0,1.0,1.0,0.07513191390179724,1.0,15,24,46,5
Bali Bombing 2002 (proxy),0.3,0,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599451,0.0,15,24,46,14
Bali Bombing 2002 (proxy),0.3,0,Common Neighbors,0.6862244897959184,0.35294117647058826,0.6071428571428571,6.0531224530601335,0.34641016151377546,15,24,46,14
Bali Bombing 2002 (proxy),0.3,0,Jaccard,0.6862244897959184,0.4444444444444444,0.6428571428571429,6.1007313760816,0.40824829046386296,15,24,46,14
Bali Bombing 2002 (proxy),0.3,0,Adamic–Adar,0.6862244897959184,0.35294117647058826,0.6071428571428571,6.0531224530601335,0.34641016151377546,15,24,46,14
Bali Bombing 2002 (proxy),0.3,0,Resource Allocation,0.6862244897959184,0.35294117647058826,0.6071428571428571,6.0531224530601335,0.34641016151377546,15,24,46,14
Bali Bombing 2002 (proxy),0.3,0,Preferential Attachment,0.5561224489795917,0.3333333333333333,0.5714285714285714,6.203706501084165,0.20412414523193148,15,24,46,14
Bali Bombing 2002 (proxy),0.3,0,Katz,0.6836734693877552,0.35294117647058826,0.6071428571428571,6.053419133143982,0.34641016151377546,15,24,46,14
Bali Bombing 2002 (proxy),0.3,0,Personalized PageRank,0.6862244897959183,0.25,0.5714285714285714,4.37003780257131,0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,0,node2vec,0.5408163265306123,0.3,0.5,2.0417118401126104,0.0,15,24,46,14
Bali Bombing 2002 (proxy),0.3,0,Matrix Completion,0.5408163265306123,0.23529411764705882,0.5357142857142857,1.5304293086033192,0.11547005383792516,15,24,46,14
Bali Bombing 2002 (proxy),0.3,0,CHESHIRE,0.6683673469387755,0.7272727272727273,0.7857142857142857,1.831279239560503,0.6324555320336759,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599451,0.0,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,Common Neighbors,0.5765306122448979,0.25,0.5714285714285714,8.195000057792383,0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,Jaccard,0.568877551020408,0.23529411764705882,0.5357142857142857,8.920635799118104,0.11547005383792516,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,Adamic–Adar,0.5765306122448979,0.25,0.5714285714285714,8.195000057792383,0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,Resource Allocation,0.5765306122448979,0.25,0.5714285714285714,8.195000057792383,0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,Preferential Attachment,0.2653061224489796,0.18181818181818182,0.35714285714285715,7.008336684789979,-0.31622776601683794,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,Katz,0.5943877551020409,0.0,0.4642857142857143,8.647461345806288,-0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,Personalized PageRank,0.5229591836734694,0.23529411764705882,0.5357142857142857,5.452359329760795,0.11547005383792516,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,node2vec,0.2193877551020408,0.15384615384615385,0.21428571428571427,3.524592184555016,-0.5773502691896257,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,Matrix Completion,0.5867346938775511,0.0,0.4642857142857143,11.101749556981357,-0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,1,CHESHIRE,0.778061224489796,0.75,0.7857142857142857,2.4723439733149277,0.5962847939999439,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599451,0.0,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,Common Neighbors,0.4642857142857143,0.0,0.4642857142857143,11.101749556981357,-0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,Jaccard,0.4642857142857143,0.0,0.4642857142857143,11.101749556981357,-0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,Adamic–Adar,0.4642857142857143,0.0,0.4642857142857143,11.101749556981357,-0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,Resource Allocation,0.4642857142857143,0.0,0.4642857142857143,11.101749556981357,-0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,Preferential Attachment,0.31632653061224486,0.0,0.42857142857142855,9.806202320210462,-0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,Katz,0.4642857142857143,0.0,0.4642857142857143,11.101749556981357,-0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,Personalized PageRank,0.4872448979591837,0.0,0.4642857142857143,6.396184501092954,-0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,node2vec,0.3724489795918367,0.11764705882352941,0.4642857142857143,2.6822578600699285,-0.11547005383792516,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,Matrix Completion,0.4642857142857143,0.0,0.4642857142857143,11.101749556981357,-0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,2,CHESHIRE,0.8316326530612245,0.8,0.8214285714285714,0.6291575455284324,0.6581451817144176,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599451,0.0,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,Common Neighbors,0.6122448979591836,0.25,0.5714285714285714,7.4941195739253015,0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,Jaccard,0.6071428571428571,0.25,0.5714285714285714,7.564622467711802,0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,Adamic–Adar,0.6122448979591836,0.25,0.5714285714285714,7.4941195739253015,0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,Resource Allocation,0.6122448979591836,0.25,0.5714285714285714,7.4941195739253015,0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,Preferential Attachment,0.33163265306122447,0.34782608695652173,0.4642857142857143,9.129839533947047,-0.07647191129018725,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,Katz,0.6122448979591836,0.25,0.5714285714285714,7.4941195739253015,0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,Personalized PageRank,0.45408163265306123,0.25,0.5714285714285714,6.8582602614172155,0.2773500981126146,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,node2vec,0.34693877551020413,0.2,0.42857142857142855,2.7132664490765186,-0.17407765595569785,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,Matrix Completion,0.45408163265306123,0.6341463414634146,0.4642857142857143,2.5702425827682585,-0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,3,CHESHIRE,0.9846938775510203,0.88,0.8928571428571429,0.2505410495759923,0.8043996665398437,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599451,0.0,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,Common Neighbors,0.5357142857142857,0.13333333333333333,0.5357142857142857,9.621516281975117,0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,Jaccard,0.5357142857142857,0.13333333333333333,0.5357142857142857,9.621516281975117,0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,Adamic–Adar,0.5357142857142857,0.13333333333333333,0.5357142857142857,9.621516281975117,0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,Resource Allocation,0.5357142857142857,0.13333333333333333,0.5357142857142857,9.621516281975117,0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,Preferential Attachment,0.35204081632653056,0.1,0.35714285714285715,8.553709294282097,-0.3481553119113957,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,Katz,0.5357142857142857,0.13333333333333333,0.5357142857142857,9.621516281975117,0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,Personalized PageRank,0.3877551020408163,0.13333333333333333,0.5357142857142857,7.735726135769107,0.19245008972987526,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,node2vec,0.2806122448979592,0.19047619047619047,0.39285714285714285,3.3557681882921946,-0.24743582965269673,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,Matrix Completion,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,14
Bali Bombing 2002 (proxy),0.3,4,CHESHIRE,0.9770408163265306,0.9230769230769231,0.9285714285714286,0.1816066167858336,0.8660254037844387,15,24,46,14
Bali Bombing 2002 (proxy),0.5,0,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599451,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,0,Common Neighbors,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,0,Jaccard,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,0,Adamic–Adar,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,0,Resource Allocation,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,0,Preferential Attachment,0.32608695652173914,0.0,0.41304347826086957,12.198913873002464,-0.3086066999241838,15,24,46,23
Bali Bombing 2002 (proxy),0.5,0,Katz,0.4782608695652174,0.0,0.4782608695652174,10.812138698630338,-0.14907119849998599,15,24,46,23
Bali Bombing 2002 (proxy),0.5,0,Personalized PageRank,0.3525519848771267,0.0,0.4782608695652174,9.247734586734714,-0.14907119849998599,15,24,46,23
Bali Bombing 2002 (proxy),0.5,0,node2vec,0.19092627599243855,0.0,0.41304347826086957,1.8696460004886415,-0.3086066999241838,15,24,46,23
Bali Bombing 2002 (proxy),0.5,0,Matrix Completion,0.4782608695652174,0.0,0.4782608695652174,10.812138698630338,-0.14907119849998599,15,24,46,23
Bali Bombing 2002 (proxy),0.5,0,CHESHIRE,0.9139886578449906,0.8372093023255814,0.8478260869565217,0.389939372263804,0.7016464154456235,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599451,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,Common Neighbors,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,Jaccard,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,Adamic–Adar,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,Resource Allocation,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,Preferential Attachment,0.41965973534971646,0.2,0.4782608695652174,10.002965188278822,-0.06052275326688024,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,Katz,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,Personalized PageRank,0.45746691871455575,0.42105263157894735,0.5217391304347826,6.259760896593481,0.046373889576016826,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,node2vec,0.31947069943289225,0.07407407407407407,0.45652173913043476,2.0122079157866186,-0.1543033499620919,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,Matrix Completion,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,1,CHESHIRE,0.9886578449905481,0.9302325581395349,0.9347826086956522,0.18691626694210103,0.8770580193070292,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599451,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,Common Neighbors,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,Jaccard,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,Adamic–Adar,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,Resource Allocation,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,Preferential Attachment,0.4347826086956521,0.07692307692307693,0.4782608695652174,9.994150728198992,-0.08804509063256238,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,Katz,0.4782608695652174,0.0,0.4782608695652174,10.812138698630342,-0.14907119849998599,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,Personalized PageRank,0.49338374291115317,0.0,0.4782608695652174,8.178761613028767,-0.14907119849998599,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,node2vec,0.3194706994328923,0.07692307692307693,0.4782608695652174,1.8395796937193807,-0.08804509063256238,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,Matrix Completion,0.4782608695652174,0.0,0.4782608695652174,10.812138698630342,-0.14907119849998599,15,24,46,23
Bali Bombing 2002 (proxy),0.5,2,CHESHIRE,0.9527410207939508,0.8888888888888888,0.8913043478260869,0.27179010397336895,0.7833494518006402,15,24,46,23
Bali Bombing 2002 (proxy),0.5,3,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599451,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,3,Common Neighbors,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,3,Jaccard,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,3,Adamic–Adar,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,3,Resource Allocation,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,3,Preferential Attachment,0.4782608695652174,0.0,0.4782608695652174,10.81213869863034,-0.14907119849998599,15,24,46,23
Bali Bombing 2002 (proxy),0.5,3,Katz,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
Bali Bombing 2002 (proxy),0.5,3,Personalized PageRank,0.4177693761814744,0.14285714285714285,0.4782608695652174,10.412351432420147,-0.06984302957695783,15,24,46,23
Bali Bombing 2002 (proxy),0.5,3,node2vec,0.4763705103969755,0.5283018867924528,0.45652173913043476,1.1906197140753703,-0.09128709291752769,15,24,46,23
Bali Bombing 2002 (proxy),0.5,3,Matrix Completion,0.5,0.0,0.5,10.361632918973202,0.0,15,24,46,23
