"dataset","mechanism","rho","trial","fit","roc_auc","avg_precision","fit_seconds"
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.1,3,"MPLE",1,1,0.0440000000000005
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.1,4,"MPLE",1,1,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.1,5,"MPLE",1,1,0.0450000000000017
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.1,6,"MPLE",1,1,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.1,7,"MPLE",1,1,0.0400000000000027
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.1,8,"MPLE",0,0.5,0.041999999999998
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.1,9,"MPLE",0,0.5,0.0440000000000005
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.1,10,"MPLE",1,1,0.0390000000000015
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.3,1,"MPLE",0.65625,0.645833333333333,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.3,2,"MPLE",0.65625,0.645833333333333,0.0440000000000005
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.3,3,"MPLE",0.40625,0.617857142857143,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.3,4,"MPLE",0.5625,0.775,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.3,5,"MPLE",0.59375,0.62202380952381,0.0460000000000029
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.3,6,"MPLE",1,1,0.0470000000000006
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.3,7,"MPLE",0.90625,0.95,0.0479999999999983
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.3,8,"MPLE",0.71875,0.830357142857143,0.0480000000000018
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.3,9,"MPLE",0.5,0.65,0.0519999999999996
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.3,10,"MPLE",0.75,0.816666666666667,0.0559999999999974
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.5,1,"MPLE",0.5703125,0.681628787878788,0.0470000000000041
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.5,2,"MPLE",0.7890625,0.897159090909091,0.046999999999997
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.5,3,"MPLE",0.8203125,0.906795634920635,0.0450000000000017
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.5,4,"MPLE",0.65625,0.714664502164502,0.0439999999999969
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.5,5,"MPLE",0.3125,0.543704212454212,0.0460000000000065
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.5,6,"MPLE",0.140625,0.395398351648352,0.0549999999999997
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.5,7,"MPLE",0.5703125,0.641599025974026,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.5,8,"MPLE",0.7890625,0.841357600732601,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.5,9,"MPLE",0.5234375,0.715846653346653,0.0450000000000017
"Christmas Eve Bombings 2000 (proxy)","MCAR",0.5,10,"MPLE",0.46875,0.686634199134199,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.1,1,"MPLE",0,0.5,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.1,2,"MPLE",0,0.5,0.0530000000000044
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.1,3,"MPLE",1,1,0.0419999999999945
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.1,4,"MPLE",1,1,0.0439999999999969
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.1,5,"MPLE",1,1,0.0430000000000064
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.1,6,"MPLE",1,1,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.1,7,"MPLE",0,0.5,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.1,8,"MPLE",1,1,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.1,9,"MPLE",1,1,0.0459999999999994
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.1,10,"MPLE",1,1,0.044000000000004
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.3,1,"MPLE",0.8125,0.804166666666667,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.3,2,"MPLE",0.8125,0.892857142857143,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.3,3,"MPLE",0.40625,0.625,0.044000000000004
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.3,4,"MPLE",0.625,0.645833333333333,0.0419999999999945
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.3,5,"MPLE",0.75,0.679166666666667,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.3,6,"MPLE",0.59375,0.792857142857143,0.0450000000000017
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.3,7,"MPLE",0.6875,0.733333333333333,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.3,8,"MPLE",1,1,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.3,9,"MPLE",0.8125,0.804166666666667,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.3,10,"MPLE",0.6875,0.770833333333333,0.0430000000000064
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.5,1,"MPLE",0.46875,0.630952380952381,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.5,2,"MPLE",0.5078125,0.537053571428571,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.5,3,"MPLE",0.4609375,0.652651515151515,0.0459999999999994
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.5,4,"MPLE",0.3515625,0.53349358974359,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.5,5,"MPLE",0.3125,0.467582070707071,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.5,6,"MPLE",0.53125,0.647646103896104,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.5,7,"MPLE",0.734375,0.882638888888889,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.5,8,"MPLE",0.5078125,0.780521561771562,0.0420000000000016
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.5,9,"MPLE",0.3671875,0.538515304140304,0.0429999999999993
"Christmas Eve Bombings 2000 (proxy)","MNAR_degree",0.5,10,"MPLE",0.2890625,0.446401515151515,0.0450000000000017
"Bali Bombing 2002 (proxy)","MCAR",0.1,1,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2002 (proxy)","MCAR",0.1,2,"MPLE",1,1,0.0409999999999968
"Bali Bombing 2002 (proxy)","MCAR",0.1,3,"MPLE",0.75,0.833333333333333,0.0420000000000016
"Bali Bombing 2002 (proxy)","MCAR",0.1,4,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2002 (proxy)","MCAR",0.1,5,"MPLE",1,1,0.0420000000000016
"Bali Bombing 2002 (proxy)","MCAR",0.1,6,"MPLE",1,1,0.0420000000000016
"Bali Bombing 2002 (proxy)","MCAR",0.1,7,"MPLE",1,1,0.0450000000000017
"Bali Bombing 2002 (proxy)","MCAR",0.1,8,"MPLE",0.75,0.833333333333333,0.0429999999999993
"Bali Bombing 2002 (proxy)","MCAR",0.1,9,"MPLE",1,1,0.0420000000000016
"Bali Bombing 2002 (proxy)","MCAR",0.1,10,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2002 (proxy)","MCAR",0.3,1,"MPLE",0.989795918367347,1,0.0429999999999993
"Bali Bombing 2002 (proxy)","MCAR",0.3,2,"MPLE",0.979591836734694,0.982142857142857,0.0420000000000016
"Bali Bombing 2002 (proxy)","MCAR",0.3,3,"MPLE",0.785714285714286,0.90952380952381,0.0420000000000016
"Bali Bombing 2002 (proxy)","MCAR",0.3,4,"MPLE",1,1,0.0470000000000041
"Bali Bombing 2002 (proxy)","MCAR",0.3,5,"MPLE",0.846938775510204,0.754591836734694,0.0419999999999945
"Bali Bombing 2002 (proxy)","MCAR",0.3,6,"MPLE",0.836734693877551,0.833333333333333,0.0419999999999945
"Bali Bombing 2002 (proxy)","MCAR",0.3,7,"MPLE",0.969387755102041,1,0.0430000000000064
"Bali Bombing 2002 (proxy)","MCAR",0.3,8,"MPLE",0.857142857142857,0.913657770800628,0.044000000000004
"Bali Bombing 2002 (proxy)","MCAR",0.3,9,"MPLE",0.959183673469388,0.968253968253968,0.0419999999999945
"Bali Bombing 2002 (proxy)","MCAR",0.3,10,"MPLE",0.948979591836735,0.968253968253968,0.0420000000000016
"Bali Bombing 2002 (proxy)","MCAR",0.5,1,"MPLE",0.78125,0.852255103570893,0.0459999999999994
"Bali Bombing 2002 (proxy)","MCAR",0.5,2,"MPLE",0.763888888888889,0.798671236171236,0.0439999999999969
"Bali Bombing 2002 (proxy)","MCAR",0.5,3,"MPLE",0.225694444444444,0.522826371031042,0.0419999999999945
"Bali Bombing 2002 (proxy)","MCAR",0.5,4,"MPLE",0.777777777777778,0.735377585377585,0.0430000000000064
"Bali Bombing 2002 (proxy)","MCAR",0.5,5,"MPLE",0.795138888888889,0.83668779477603,0.0429999999999993
"Bali Bombing 2002 (proxy)","MCAR",0.5,6,"MPLE",0.704861111111111,0.760548941798942,0.0409999999999968
"Bali Bombing 2002 (proxy)","MCAR",0.5,7,"MPLE",0.260416666666667,0.546825554037578,0.0429999999999993
"Bali Bombing 2002 (proxy)","MCAR",0.5,8,"MPLE",0.704861111111111,0.758341658341658,0.0480000000000018
"Bali Bombing 2002 (proxy)","MCAR",0.5,9,"MPLE",0.840277777777778,0.94281045751634,0.0420000000000016
"Bali Bombing 2002 (proxy)","MCAR",0.5,10,"MPLE",0.868055555555556,0.898343554593555,0.0420000000000016
"Bali Bombing 2002 (proxy)","MNAR_degree",0.1,1,"MPLE",0.5,0.583333333333333,0.046999999999997
"Bali Bombing 2002 (proxy)","MNAR_degree",0.1,2,"MPLE",1,1,0.0439999999999969
"Bali Bombing 2002 (proxy)","MNAR_degree",0.1,3,"MPLE",1,1,0.0420000000000016
"Bali Bombing 2002 (proxy)","MNAR_degree",0.1,4,"MPLE",0.5,0.583333333333333,0.0439999999999969
"Bali Bombing 2002 (proxy)","MNAR_degree",0.1,5,"MPLE",1,1,0.0510000000000019
"Bali Bombing 2002 (proxy)","MNAR_degree",0.1,6,"MPLE",0.5,0.583333333333333,0.0470000000000041
"Bali Bombing 2002 (proxy)","MNAR_degree",0.1,7,"MPLE",1,1,0.171999999999997
"Bali Bombing 2002 (proxy)","MNAR_degree",0.1,8,"MPLE",1,1,0.0510000000000019
"Bali Bombing 2002 (proxy)","MNAR_degree",0.1,9,"MPLE",1,1,0.0439999999999969
"Bali Bombing 2002 (proxy)","MNAR_degree",0.1,10,"MPLE",0.75,0.833333333333333,0.0460000000000065
"Bali Bombing 2002 (proxy)","MNAR_degree",0.3,1,"MPLE",0.663265306122449,0.740136054421769,0.0479999999999947
"Bali Bombing 2002 (proxy)","MNAR_degree",0.3,2,"MPLE",0.877551020408163,0.927643784786642,0.0489999999999995
"Bali Bombing 2002 (proxy)","MNAR_degree",0.3,3,"MPLE",1,1,0.0470000000000041
"Bali Bombing 2002 (proxy)","MNAR_degree",0.3,4,"MPLE",0.86734693877551,0.826020408163265,0.0480000000000018
"Bali Bombing 2002 (proxy)","MNAR_degree",0.3,5,"MPLE",0.836734693877551,0.890909090909091,0.0679999999999978
"Bali Bombing 2002 (proxy)","MNAR_degree",0.3,6,"MPLE",1,1,0.0450000000000017
"Bali Bombing 2002 (proxy)","MNAR_degree",0.3,7,"MPLE",0.897959183673469,0.873639455782313,0.046999999999997
"Bali Bombing 2002 (proxy)","MNAR_degree",0.3,8,"MPLE",0.714285714285714,0.620294784580499,0.0459999999999994
"Bali Bombing 2002 (proxy)","MNAR_degree",0.3,9,"MPLE",0.948979591836735,0.968253968253968,0.0439999999999969
"Bali Bombing 2002 (proxy)","MNAR_degree",0.3,10,"MPLE",1,1,0.0430000000000064
"Bali Bombing 2002 (proxy)","MNAR_degree",0.5,1,"MPLE",0.701388888888889,0.774522577812052,0.0470000000000041
"Bali Bombing 2002 (proxy)","MNAR_degree",0.5,2,"MPLE",0.708333333333333,0.762384633340516,0.0499999999999972
"Bali Bombing 2002 (proxy)","MNAR_degree",0.5,3,"MPLE",0.659722222222222,0.681194295900178,0.0450000000000017
"Bali Bombing 2002 (proxy)","MNAR_degree",0.5,4,"MPLE",0.263888888888889,0.489222313419295,0.0470000000000041
"Bali Bombing 2002 (proxy)","MNAR_degree",0.5,5,"MPLE",0.802083333333333,0.89104388831556,0.046999999999997
"Bali Bombing 2002 (proxy)","MNAR_degree",0.5,6,"MPLE",0.694444444444444,0.809135309135309,0.0459999999999994
"Bali Bombing 2002 (proxy)","MNAR_degree",0.5,7,"MPLE",0.135416666666667,0.426794624999296,0.0470000000000041
"Bali Bombing 2002 (proxy)","MNAR_degree",0.5,8,"MPLE",0.774305555555556,0.778885582010582,0.0450000000000017
"Bali Bombing 2002 (proxy)","MNAR_degree",0.5,9,"MPLE",0.881944444444444,0.879942511192511,0.0460000000000065
"Bali Bombing 2002 (proxy)","MNAR_degree",0.5,10,"MPLE",0.815972222222222,0.865622979961215,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.1,1,"MPLE",1,1,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.1,2,"MPLE",1,1,0.0420000000000016
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.1,3,"MPLE",1,1,0.044000000000004
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.1,4,"MPLE",1,1,0.0420000000000016
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.1,5,"MPLE",1,1,0.0420000000000016
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.1,6,"MPLE",1,1,0.046999999999997
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.1,7,"MPLE",1,1,0.044000000000004
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.1,8,"MPLE",1,1,0.0419999999999945
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.1,9,"MPLE",1,1,0.0409999999999968
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.1,10,"MPLE",1,1,0.0439999999999969
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.3,1,"MPLE",1,1,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.3,2,"MPLE",1,1,0.044000000000004
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.3,3,"MPLE",0.75,0.679166666666667,0.0489999999999995
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.3,4,"MPLE",0.78125,0.854166666666667,0.0459999999999994
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.3,5,"MPLE",0.75,0.679166666666667,0.0450000000000017
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.3,6,"MPLE",0.8125,0.8875,0.0470000000000041
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.3,7,"MPLE",1,1,0.0449999999999946
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.3,8,"MPLE",0.875,0.916666666666667,0.0450000000000017
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.3,9,"MPLE",0.75,0.679166666666667,0.0470000000000041
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.3,10,"MPLE",0.875,0.8875,0.0520000000000067
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.5,1,"MPLE",0.989795918367347,1,0.046999999999997
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.5,2,"MPLE",0.86734693877551,0.89172335600907,0.0450000000000017
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.5,3,"MPLE",0.887755102040816,0.873639455782313,0.0450000000000017
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.5,4,"MPLE",0.76530612244898,0.708390022675737,0.0439999999999969
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.5,5,"MPLE",0.591836734693878,0.748840445269017,0.044000000000004
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.5,6,"MPLE",0.571428571428571,0.698845598845599,0.0420000000000016
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.5,7,"MPLE",0.826530612244898,0.740702947845805,0.0459999999999994
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.5,8,"MPLE",0.795918367346939,0.844104308390023,0.0450000000000017
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.5,9,"MPLE",0.938775510204082,0.961734693877551,0.0459999999999994
"Australian Embassy Bombing 2004 (proxy)","MCAR",0.5,10,"MPLE",0.571428571428571,0.530442176870748,0.0500000000000043
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,1,"MPLE",1,1,0.0449999999999946
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,2,"MPLE",0.5,1,0.0450000000000017
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,3,"MPLE",1,1,0.0620000000000047
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,4,"MPLE",1,1,0.0529999999999973
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,5,"MPLE",0,0.5,0.0459999999999994
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,6,"MPLE",1,1,0.0459999999999994
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,7,"MPLE",1,1,0.0490000000000066
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,8,"MPLE",1,1,0.044000000000004
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,9,"MPLE",1,1,0.0419999999999945
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.1,10,"MPLE",0.5,1,0.044000000000004
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,1,"MPLE",0.375,0.525,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,2,"MPLE",1,1,0.0439999999999969
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,3,"MPLE",1,1,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,4,"MPLE",0.875,0.8875,0.0459999999999994
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,5,"MPLE",0.90625,0.95,0.0409999999999968
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,6,"MPLE",1,1,0.0399999999999991
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,7,"MPLE",1,1,0.0510000000000019
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,8,"MPLE",0.78125,0.854166666666667,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,9,"MPLE",1,1,0.0399999999999991
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.3,10,"MPLE",0.4375,0.55952380952381,0.0400000000000063
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,1,"MPLE",0.448979591836735,0.603030303030303,0.0489999999999995
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,2,"MPLE",0.530612244897959,0.555988455988456,0.0450000000000017
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,3,"MPLE",0.653061224489796,0.804761904761905,0.0489999999999995
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,4,"MPLE",0.775510204081633,0.868707482993197,0.0479999999999947
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,5,"MPLE",0.489795918367347,0.681013431013431,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,6,"MPLE",0.938775510204082,0.937925170068027,0.0450000000000017
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,7,"MPLE",0.714285714285714,0.685374149659864,0.0429999999999993
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,8,"MPLE",0.877551020408163,0.948051948051948,0.0519999999999996
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,9,"MPLE",0.510204081632653,0.656410256410256,0.044000000000004
"Australian Embassy Bombing 2004 (proxy)","MNAR_degree",0.5,10,"MPLE",0.959183673469388,1,0.0420000000000016
"Bali Bombing 2005 (proxy)","MCAR",0.1,1,"MPLE",1,1,0.0459999999999994
"Bali Bombing 2005 (proxy)","MCAR",0.1,2,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.1,3,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.1,4,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.1,5,"MPLE",1,1,0.0480000000000018
"Bali Bombing 2005 (proxy)","MCAR",0.1,6,"MPLE",1,1,0.0430000000000064
"Bali Bombing 2005 (proxy)","MCAR",0.1,7,"MPLE",1,1,0.0470000000000041
"Bali Bombing 2005 (proxy)","MCAR",0.1,8,"MPLE",1,1,0.0910000000000011
"Bali Bombing 2005 (proxy)","MCAR",0.1,9,"MPLE",1,1,0.046999999999997
"Bali Bombing 2005 (proxy)","MCAR",0.1,10,"MPLE",1,1,0.0529999999999973
"Bali Bombing 2005 (proxy)","MCAR",0.3,1,"MPLE",0.96875,1,0.054000000000002
"Bali Bombing 2005 (proxy)","MCAR",0.3,2,"MPLE",1,1,0.0529999999999973
"Bali Bombing 2005 (proxy)","MCAR",0.3,3,"MPLE",0.375,0.617857142857143,0.046999999999997
"Bali Bombing 2005 (proxy)","MCAR",0.3,4,"MPLE",1,1,0.0460000000000065
"Bali Bombing 2005 (proxy)","MCAR",0.3,5,"MPLE",0.8125,0.804166666666667,0.0519999999999996
"Bali Bombing 2005 (proxy)","MCAR",0.3,6,"MPLE",1,1,0.0570000000000022
"Bali Bombing 2005 (proxy)","MCAR",0.3,7,"MPLE",1,1,0.0450000000000017
"Bali Bombing 2005 (proxy)","MCAR",0.3,8,"MPLE",0.625,0.691666666666667,0.0479999999999947
"Bali Bombing 2005 (proxy)","MCAR",0.3,9,"MPLE",0.625,0.816666666666667,0.0510000000000019
"Bali Bombing 2005 (proxy)","MCAR",0.3,10,"MPLE",1,1,0.0459999999999994
"Bali Bombing 2005 (proxy)","MCAR",0.5,1,"MPLE",0.0612244897959184,0.359151959151959,0.0470000000000041
"Bali Bombing 2005 (proxy)","MCAR",0.5,2,"MPLE",0.561224489795918,0.768315018315018,0.046999999999997
"Bali Bombing 2005 (proxy)","MCAR",0.5,3,"MPLE",0.591836734693878,0.827380952380952,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.5,4,"MPLE",0.73469387755102,0.791666666666667,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.5,5,"MPLE",0.979591836734694,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.5,6,"MPLE",0.76530612244898,0.89172335600907,0.0490000000000066
"Bali Bombing 2005 (proxy)","MCAR",0.5,7,"MPLE",0.775510204081633,0.839285714285714,0.0429999999999993
"Bali Bombing 2005 (proxy)","MCAR",0.5,8,"MPLE",0.76530612244898,0.812337662337662,0.0419999999999945
"Bali Bombing 2005 (proxy)","MCAR",0.5,9,"MPLE",0,0.341294816294816,0.0480000000000018
"Bali Bombing 2005 (proxy)","MCAR",0.5,10,"MPLE",0.857142857142857,0.957142857142857,0.0439999999999969
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,1,"MPLE",0,0.5,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,2,"MPLE",1,1,0.0430000000000064
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,3,"MPLE",0,0.5,0.0479999999999947
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,4,"MPLE",1,1,0.0420000000000016
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,5,"MPLE",0,0.5,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,6,"MPLE",1,1,0.046999999999997
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,7,"MPLE",1,1,0.044000000000004
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,8,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,9,"MPLE",0,0.5,0.0449999999999946
"Bali Bombing 2005 (proxy)","MNAR_degree",0.1,10,"MPLE",1,1,0.044000000000004
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,1,"MPLE",1,1,0.0420000000000016
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,2,"MPLE",0.9375,0.95,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,3,"MPLE",0.875,0.8875,0.0480000000000018
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,4,"MPLE",0.9375,0.95,0.0419999999999945
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,5,"MPLE",1,1,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,6,"MPLE",1,1,0.0420000000000016
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,7,"MPLE",0.8125,0.804166666666667,0.0429999999999993
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,8,"MPLE",0.75,0.679166666666667,0.0439999999999969
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,9,"MPLE",0.8125,0.8875,0.0420000000000016
"Bali Bombing 2005 (proxy)","MNAR_degree",0.3,10,"MPLE",1,1,0.0509999999999948
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,1,"MPLE",0.122448979591837,0.383250083250083,0.0470000000000041
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,2,"MPLE",0.908163265306122,0.937925170068027,0.046999999999997
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,3,"MPLE",0.479591836734694,0.669191919191919,0.0460000000000065
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,4,"MPLE",0.816326530612245,0.876623376623377,0.0470000000000041
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,5,"MPLE",0.714285714285714,0.831972789115646,0.0450000000000017
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,6,"MPLE",0.836734693877551,0.884353741496599,0.0459999999999994
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,7,"MPLE",0.775510204081633,0.760770975056689,0.054000000000002
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,8,"MPLE",0.877551020408163,0.89172335600907,0.0479999999999947
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,9,"MPLE",0.346938775510204,0.611568986568987,0.0459999999999994
"Bali Bombing 2005 (proxy)","MNAR_degree",0.5,10,"MPLE",0.826530612244898,0.880612244897959,0.046999999999997
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,1,"MPLE",1,1,0.0480000000000018
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,2,"MPLE",0,0.416666666666667,0.0420000000000016
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,3,"MPLE",1,1,0.0429999999999993
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,4,"MPLE",0.5,0.583333333333333,0.0429999999999993
"Hamburg Cell 9/11 2001 (proxy)","MCAR",0.1,5,"MPLE",1,1,0.0429999999999993
